,restaurant,parking_entrance,shelter,place_of_worship,fuel,fountain,parking,drinking_water,fast_food,post_office,pharmacy,post_box,bar,cinema,pub,atm,nightclub,bank,ice_cream,theatre,school,doctors,library,hospital,cafe,bicycle_parking,dentist,veterinary,university,police,social_facility,bicycle_repair_station,toilets,community_centre,clinic,fire_station,lawyer,car_wash,waste_disposal,recycling,clock,bench,waste_basket,vending_machine,public_building,estate_agent,charging_station,compressed_air,driving_school,office,childcare,bicycle_rental,internet_cafe,marketplace,insurance,training,employment_agency,dojo,courthouse,car_rental,bbq,animal_boarding,college,parking_space,events_venue,public_bookcase,loading_dock,prep_school,weighbridge,letter_box,shower,sanitary_dump_station,gambling,bunker,yes,crossing,traffic_signals,give_way,motorway_junction,turning_circle,turning_loop,bus_stop,stop,mini_roundabout,street_lamp,platform,stop_position,healthcare,administrative,environment,playground,sports_centre,swimming_pool,fitness_centre,picnic_table,pitch,golf_course,slipway,firepit,amusement_arcade,dance,horse_riding,park,dog_park,garden,company,government,accountant,financial,consulting,financial_advisor,tax_advisor,restaurant_neighbour_count,parking_entrance_neighbour_count,shelter_neighbour_count,place_of_worship_neighbour_count,fuel_neighbour_count,fountain_neighbour_count,parking_neighbour_count,drinking_water_neighbour_count,fast_food_neighbour_count,post_office_neighbour_count,pharmacy_neighbour_count,post_box_neighbour_count,bar_neighbour_count,cinema_neighbour_count,pub_neighbour_count,atm_neighbour_count,nightclub_neighbour_count,bank_neighbour_count,ice_cream_neighbour_count,theatre_neighbour_count,school_neighbour_count,doctors_neighbour_count,library_neighbour_count,hospital_neighbour_count,cafe_neighbour_count,bicycle_parking_neighbour_count,dentist_neighbour_count,veterinary_neighbour_count,university_neighbour_count,police_neighbour_count,social_facility_neighbour_count,bicycle_repair_station_neighbour_count,toilets_neighbour_count,community_centre_neighbour_count,clinic_neighbour_count,fire_station_neighbour_count,lawyer_neighbour_count,car_wash_neighbour_count,waste_disposal_neighbour_count,recycling_neighbour_count,clock_neighbour_count,bench_neighbour_count,waste_basket_neighbour_count,vending_machine_neighbour_count,public_building_neighbour_count,estate_agent_neighbour_count,charging_station_neighbour_count,compressed_air_neighbour_count,driving_school_neighbour_count,office_neighbour_count,childcare_neighbour_count,bicycle_rental_neighbour_count,internet_cafe_neighbour_count,marketplace_neighbour_count,insurance_neighbour_count,training_neighbour_count,employment_agency_neighbour_count,dojo_neighbour_count,courthouse_neighbour_count,car_rental_neighbour_count,bbq_neighbour_count,animal_boarding_neighbour_count,college_neighbour_count,parking_space_neighbour_count,events_venue_neighbour_count,public_bookcase_neighbour_count,loading_dock_neighbour_count,prep_school_neighbour_count,weighbridge_neighbour_count,letter_box_neighbour_count,shower_neighbour_count,sanitary_dump_station_neighbour_count,gambling_neighbour_count,bunker_neighbour_count,yes_neighbour_count,crossing_neighbour_count,traffic_signals_neighbour_count,give_way_neighbour_count,motorway_junction_neighbour_count,turning_circle_neighbour_count,turning_loop_neighbour_count,bus_stop_neighbour_count,stop_neighbour_count,mini_roundabout_neighbour_count,street_lamp_neighbour_count,platform_neighbour_count,stop_position_neighbour_count,healthcare_neighbour_count,administrative_neighbour_count,environment_neighbour_count,playground_neighbour_count,sports_centre_neighbour_count,swimming_pool_neighbour_count,fitness_centre_neighbour_count,picnic_table_neighbour_count,pitch_neighbour_count,golf_course_neighbour_count,slipway_neighbour_count,firepit_neighbour_count,amusement_arcade_neighbour_count,dance_neighbour_count,horse_riding_neighbour_count,park_neighbour_count,dog_park_neighbour_count,garden_neighbour_count,company_neighbour_count,government_neighbour_count,accountant_neighbour_count,financial_neighbour_count,consulting_neighbour_count,financial_advisor_neighbour_count,tax_advisor_neighbour_count
891f53c9dabffff,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,2,0,2,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,18,12,0,0,4,0,0,0,12,5,14,4,0,0,3,16,0,6,2,0,8,5,2,0,6,26,2,2,0,0,2,0,2,0,4,0,2,0,2,12,0,32,52,8,0,8,2,2,0,2,2,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,22,10,0,4,0,18,0,0,136,26,28,0,0,0,6,0,0,6,0,0,0,0,0,2,0,0,0,0,0,12,4,0,0,0,0,0
891f53c9dbbffff,0,0,0,0,1,0,0,0,4,0,0,2,0,0,2,2,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,6,0,0,0,4,0,0,0,8,8,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,10,0,0,4,0,0,0,12,2,7,6,0,0,3,4,0,0,0,0,12,7,0,0,2,8,8,2,0,0,0,0,0,0,4,0,0,2,0,8,0,10,38,6,0,2,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,18,8,0,4,0,14,2,0,70,22,26,0,0,0,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0
891f53c9c33ffff,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,4,0,0,0,4,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,1,1,4,0,0,0,4,0,2,0,0,0,0,2,0,4,8,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,128,22,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,8,0,0,0,4,0,0,2,8,8,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
891f53c9dafffff,12,4,0,0,0,0,0,0,2,3,4,0,0,0,0,8,0,6,2,0,0,0,2,0,4,18,0,0,0,0,2,0,2,0,0,0,2,0,2,6,0,32,34,4,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,2,0,2,0,10,0,0,72,14,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,19,20,0,0,3,0,0,0,9,5,11,2,0,0,1,15,0,6,2,0,2,8,2,0,6,26,4,2,0,0,2,0,2,0,4,0,2,0,6,8,0,118,92,8,0,4,2,0,0,0,0,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,24,8,0,4,0,20,0,0,362,28,30,0,0,0,2,0,0,4,4,0,0,0,0,2,0,0,0,0,0,14,0,2,0,0,0,0
891f53c9d8bffff,4,0,0,0,0,0,0,0,23,0,2,0,0,0,0,20,0,14,2,0,0,2,0,0,4,30,4,0,0,0,0,0,8,0,0,0,2,0,0,2,0,30,78,6,0,2,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,14,6,0,0,0,18,0,0,22,32,28,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,27,4,0,0,0,0,2,0,35,5,20,2,2,0,4,30,0,22,6,0,14,17,2,0,18,50,12,2,0,2,0,0,8,0,0,0,4,2,0,6,0,44,122,12,0,2,0,0,2,0,0,2,0,0,8,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,196,32,26,0,2,0,30,2,0,78,56,56,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0
891f53c93b7ffff,15,2,0,0,0,0,2,0,22,0,4,2,16,2,0,32,4,2,0,0,0,0,2,0,8,34,0,2,0,0,0,0,6,0,2,0,0,0,0,0,0,2,60,60,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,32,2,0,0,0,8,0,0,54,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,136,18,2,0,0,2,4,0,92,8,16,4,52,6,12,86,15,22,6,7,4,18,2,0,75,238,10,2,0,0,0,4,14,2,2,0,10,0,2,0,4,96,176,302,0,4,4,0,0,0,0,10,2,0,4,4,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,334,76,12,0,0,0,32,0,2,266,46,54,0,2,0,0,2,0,4,0,0,0,0,0,0,2,0,0,0,0,20,18,2,8,0,0,0
891f53c916bffff,22,2,0,0,0,0,0,0,11,0,2,0,12,0,4,14,2,8,0,2,0,6,0,0,12,44,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,26,22,42,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,0,0,0,0,8,0,0,36,12,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,141,24,0,0,0,0,6,0,106,5,12,4,130,4,22,82,22,22,12,4,6,16,2,0,97,228,8,2,0,0,2,2,8,2,4,0,6,0,4,0,4,124,138,230,0,4,0,0,0,0,0,8,0,0,4,2,2,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,302,112,10,0,0,0,38,2,0,168,56,52,0,4,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,18,32,2,4,0,0,0
891f53c9147ffff,12,2,0,0,0,0,0,0,8,1,2,2,8,0,2,8,2,4,0,0,0,2,0,0,8,58,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,18,36,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,80,12,14,0,0,0,4,0,0,6,4,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,124,16,0,0,0,0,0,0,74,3,16,4,32,0,10,58,21,24,4,3,4,16,6,0,76,185,14,0,6,0,2,4,16,2,2,0,2,0,6,0,6,198,94,236,0,6,0,0,0,0,0,8,2,0,2,6,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,294,24,24,0,0,2,32,0,2,188,36,50,2,0,2,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,18,22,2,2,0,4,0
891f53c917bffff,40,4,0,0,0,0,0,0,35,0,4,0,8,0,4,8,0,2,2,0,4,6,0,0,38,54,6,0,0,0,0,0,2,0,0,0,0,0,2,0,4,2,4,26,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,36,0,2,0,0,0,2,0,0,6,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,165,14,0,0,0,0,2,0,121,3,18,4,123,2,20,86,23,20,10,6,4,18,6,0,108,236,12,2,2,0,2,2,14,4,6,0,4,0,8,0,4,92,142,232,0,6,0,0,0,0,0,10,2,0,2,6,2,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,2,342,80,20,0,0,0,36,0,2,228,52,56,2,4,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,16,34,4,2,0,0,0
891f53c9173ffff,30,0,0,0,0,0,0,0,7,0,4,0,4,0,2,0,0,0,0,0,0,0,4,0,22,18,4,0,0,0,0,0,6,2,2,0,0,0,4,0,0,12,0,22,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,4,0,0,28,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,161,18,0,10,0,0,0,0,80,1,12,4,105,0,18,38,32,15,10,2,8,14,6,0,92,175,12,0,6,0,2,0,10,4,6,0,4,0,8,0,4,148,52,196,0,6,0,0,0,0,0,6,0,0,6,4,2,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,2,308,36,16,0,0,0,24,0,0,128,28,30,2,2,2,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,14,28,2,0,0,2,0
891f53c9177ffff,9,4,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,12,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,26,8,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,116,14,0,10,0,7,0,0,46,0,6,2,87,0,16,20,16,5,10,2,6,4,4,0,54,106,10,0,0,0,2,0,14,4,6,0,4,0,8,0,0,182,60,136,0,6,0,0,0,0,0,2,0,0,6,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,228,40,2,0,4,0,30,0,0,146,34,38,0,2,0,2,0,0,4,0,0,0,0,0,0,2,0,0,0,0,8,10,2,0,0,0,0
891f53c91d3ffff,6,2,0,0,0,2,0,0,7,0,2,2,0,0,2,20,0,2,0,0,0,0,0,0,10,24,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,56,20,48,0,4,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,18,0,0,0,0,14,0,0,14,20,26,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,28,18,0,0,0,2,0,6,18,4,2,4,2,1,2,33,1,5,2,6,2,2,2,0,26,79,8,0,0,0,2,2,4,2,4,0,0,0,2,2,0,318,46,134,0,4,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,34,8,0,0,0,28,2,0,68,36,44,0,10,0,2,0,0,0,4,0,0,0,0,0,2,0,0,0,0,4,20,2,2,0,0,0
891f53c90a7ffff,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,54,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,14,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,28,6,0,2,0,2,2,6,42,0,8,4,2,1,2,36,0,6,0,2,4,2,0,0,26,75,2,2,0,2,3,0,4,4,2,0,2,0,2,2,0,248,78,136,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,184,44,14,0,0,0,42,0,0,132,58,66,0,8,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,4,16,2,2,0,0,0
891f5224d23ffff,6,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,2,10,0,0,0,0,2,2,2,0,0,0,0,0,2,0,0,58,32,14,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,10,0,0,26,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0,2,12,0,13,2,2,1,2,23,0,4,6,0,4,4,4,0,2,66,6,2,0,0,2,4,6,0,0,0,0,0,10,2,0,144,55,16,0,4,4,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,48,0,0,0,0,28,0,0,76,28,30,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891f53c93a3ffff,21,4,0,0,0,2,0,0,4,2,2,2,4,0,0,2,2,0,2,2,0,4,0,0,2,42,2,0,0,0,0,0,2,2,0,0,8,0,0,0,0,0,0,60,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,111,16,2,2,0,2,4,2,50,8,14,6,50,6,6,102,10,22,6,3,2,12,2,0,45,208,8,2,0,2,2,2,20,2,6,0,16,0,0,0,0,68,188,340,0,6,6,0,0,0,0,12,0,0,4,0,2,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,306,82,8,0,0,0,28,0,0,192,44,54,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,18,12,2,6,0,0,0
891f53c9333ffff,27,2,0,0,0,0,2,0,20,0,2,0,10,0,0,8,2,4,2,0,0,0,2,0,8,52,0,2,0,0,0,0,4,0,0,0,0,0,0,6,0,46,30,38,0,6,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,10,2,0,0,0,4,2,0,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,95,12,0,2,0,0,2,2,75,5,8,7,26,0,6,24,2,7,8,2,6,12,4,0,48,222,10,2,0,0,2,2,8,2,8,0,4,0,2,14,0,222,158,188,0,10,6,0,0,0,0,14,0,0,2,0,2,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,312,54,18,0,0,0,26,2,0,124,48,48,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,14,8,2,0,0,0,0
891f53c9c0bffff,10,0,0,0,0,0,0,0,14,0,1,0,0,0,0,8,0,2,4,0,0,0,2,0,8,8,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,6,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,18,2,0,0,0,4,0,0,24,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,20,0,3,1,2,0,2,8,0,2,6,0,0,4,2,0,20,39,2,4,0,0,2,2,2,0,0,0,0,0,0,0,0,61,14,12,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,120,42,16,0,0,0,16,0,0,38,30,30,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
891f53c9d9bffff,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,14,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,38,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,0,29,3,14,2,0,0,0,32,0,16,4,0,18,8,4,0,12,53,8,2,0,2,2,0,8,2,0,0,4,0,0,2,0,118,126,12,0,2,0,0,2,0,0,4,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,238,44,30,0,2,0,40,0,0,52,62,58,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0
891f5226dd7ffff,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,6,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,28,24,12,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,8,2,0,0,0,6,0,0,18,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,14,2,2,6,0,0,1,17,0,2,2,0,4,0,0,0,0,65,0,2,0,0,0,8,2,0,0,0,0,0,2,2,0,194,164,40,0,0,5,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,16,10,0,0,0,26,0,0,138,36,44,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0
891f53c991bffff,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,20,0,0,0,0,18,0,0,54,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,0,4,0,2,0,0,0,1,0,0,2,4,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,30,8,0,2,0,36,0,0,108,36,36,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
891f535300bffff,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,2,4,0,0,2,0,0,4,20,0,0,0,0,0,2,4,0,0,0,0,0,2,0,0,4,2,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,14,2,0,0,0,18,0,0,14,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,0,0,0,0,4,0,0,0,2,0,0,4,0,2,6,0,3,6,0,0,6,37,2,0,0,2,2,4,9,0,0,0,2,0,3,2,0,118,26,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,30,2,0,0,0,22,0,0,52,22,22,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
891f53c9c07ffff,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,4,1,2,2,0,0,0,4,0,2,0,0,0,2,2,0,6,10,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,96,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,50,14,4,0,0,0,10,0,0,6,18,20,0,0,0,4,0,0,2,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
891f53c932bffff,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2,0,0,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,6,0,0,0,0,0,0,39,4,0,1,0,0,0,18,0,2,0,0,2,4,0,0,26,119,4,0,0,2,0,4,4,0,0,0,0,0,8,12,0,375,266,72,0,0,2,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,286,42,24,0,2,0,28,6,0,202,44,48,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,6,2,0,0,0,0
891f5226dcbffff,0,0,0,0,0,0,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,6,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,12,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,46,6,2,0,0,0,10,2,0,84,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,47,0,0,0,0,2,0,7,1,8,2,0,0,2,1,2,0,0,0,4,7,6,0,8,49,0,2,2,0,0,0,0,2,4,0,0,0,0,4,0,96,100,34,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,160,10,22,0,0,0,18,8,0,224,30,32,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,6,2,0,0,0,0
891f5226b73ffff,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,6,0,2,0,10,0,0,16,16,16,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891f5353683ffff,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,10,0,0,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,0,0,1,2,6,0,2,0,6,0,0,0,0,6,0,3,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,84,55,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,18,0,0,6,0,26,0,0,82,26,26,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
